0.296	3.394e-5
0.319	2.948e-5
0.349	2.530e-5
0.380	2.190e-5
0.409	1.871e-5
0.432	1.692e-5
0.461	1.474e-5
0.504	1.268e-5
0.558	1.057e-5
0.613	8.790e-6
0.666	7.568e-6
0.707	6.571e-6
0.781	5.412e-6
0.878	4.449e-6
0.962	3.588e-6
1.116	3.051e-6
1.290	2.700e-6
1.469	2.401e-6
1.714	2.355e-6
1.996	2.353e-6
2.345	2.345e-6
2.764	2.312e-6
3.188	2.360e-6
3.685	2.596e-6
4.441	2.786e-6
5.008	2.815e-6
5.805	2.755e-6
6.701	2.678e-6
8.012	2.561e-6
9.394	2.421e-6
10.534	2.266e-6
12.982	2.071e-6
14.343	1.929e-6
16.714	1.727e-6
19.124	1.575e-6
22.191	1.444e-6
25.160	1.313e-6
28.668	1.172e-6
34.301	1.106e-6
40.651	1.047e-6
46.666	9.784e-7
55.761	9.770e-7
64.357	9.540e-7
76.968	9.442e-7
90.618	9.344e-7
105.593	9.344e-7
127.881	9.545e-7
153.239	1.012e-6
183.844	1.072e-6
219.281	1.160e-6
250.113	1.242e-6
295.924	1.344e-6
329.112	1.394e-6
378.091	1.535e-6
450.834	1.645e-6
525.180	1.789e-6
598.666	1.898e-6
695.516	2.057e-6
801.536	2.233e-6
936.652	2.490e-6
1088.179	2.670e-6
1277.329	2.936e-6
1495.105	3.169e-6
1771.066	3.458e-6
2041.953	3.780e-6
2513.973	4.052e-6
2920.671	4.493e-6
3451.495	4.887e-6
4255.061	5.474e-6
5058.563	5.986e-6
5814.866	6.487e-6
7076.029	7.116e-6
8410.972	7.856e-6
