0.107	2.202e-5
0.112	2.154e-5
0.117	2.278e-5
0.128	2.234e-5
0.132	2.359e-5
0.136	5.873e-5
0.143	5.385e-5
0.148	2.256e-5
0.152	2.134e-5
0.157	2.299e-5
0.162	2.314e-5
0.168	2.166e-5
0.183	2.620e-5
0.193	3.732e-5
0.198	9.871e-5
0.206	2.280e-5
0.212	2.143e-5
0.230	2.115e-5
0.237	2.382e-5
0.248	2.089e-5
0.258	2.116e-5
0.272	2.493e-5
0.286	2.233e-5
0.293	2.290e-5
0.294	2.474e-5
0.307	2.700e-5
0.315	2.631e-5
0.318	2.354e-5
0.326	2.387e-5
0.331	2.336e-5
0.338	2.338e-5
0.345	2.263e-5
0.351	2.524e-5
0.357	2.289e-5
0.367	2.427e-5
0.387	2.413e-5
0.391	2.566e-5
0.404	3.197e-5
0.403	2.359e-5
0.412	2.452e-5
0.421	2.330e-5
0.426	2.457e-5
0.433	2.457e-5
0.439	4.173e-5
0.448	2.408e-5
0.462	2.451e-5
0.463	3.148e-5
0.471	4.597e-5
0.481	3.760e-5
0.492	2.265e-5
0.504	2.366e-5
0.513	3.475e-5
0.514	2.360e-5
0.523	2.235e-5
0.535	2.308e-5
0.551	2.338e-5
0.556	2.446e-5
0.572	3.074e-5
0.579	2.489e-5
0.580	3.724e-5
0.587	2.196e-5
0.594	2.896e-5
0.606	2.464e-5
0.610	2.829e-5
0.625	2.382e-5
0.627	2.820e-5
0.641	2.411e-5
0.649	2.558e-5
0.655	2.338e-5
0.663	2.550e-5
0.663	2.421e-5
0.676	2.563e-5
0.688	2.519e-5
0.688	2.927e-5
0.708	3.100e-5
0.708	2.455e-5
0.723	2.924e-5
0.734	2.363e-5
0.741	2.466e-5
0.755	2.969e-5
0.755	2.359e-5
0.774	2.574e-5
0.784	2.436e-5
0.801	2.421e-5
0.817	3.196e-5
0.837	2.692e-5
0.845	3.768e-5
0.857	2.507e-5
0.866	3.226e-5
0.883	3.835e-5
0.896	2.450e-5
0.906	2.977e-5
0.917	2.413e-5
0.932	2.292e-5
0.966	2.596e-5
0.984	2.360e-5
0.993	3.160e-5
1.014	2.201e-5
1.014	2.933e-5
1.033	2.281e-5
1.037	2.526e-5
1.073	2.303e-5
1.089	2.150e-5
1.120	5.634e-5
1.133	2.249e-5
1.162	2.350e-5
1.177	2.171e-5
1.199	2.401e-5
1.221	2.521e-5
1.247	2.301e-5
1.261	2.406e-5
1.293	2.267e-5
1.302	2.459e-5
1.324	2.341e-5
1.374	2.957e-5
